idcliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_de_internet,antivirus,backup,protecao__de_dipositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,total_mensal,gasto_total,contas_diarias,meses_contrato_trimestre
0264-cnitk,0,Mulher,0,1,1,71,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),20.1,1389.6,0.67,24º Trimestre
0265-edxbd,1,Homem,1,1,0,32,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.9,2303.35,2.496666666666667,11º Trimestre
0265-psuae,0,Mulher,0,1,1,16,1,0,fiber optic,1,0,1,0,1,1,month-to-month,0,bank transfer (automatic),100.7,1522.7,3.356666666666667,6º Trimestre
0266-clzkz,0,Mulher,0,1,1,67,1,1,fiber optic,0,0,1,1,1,1,two year,1,bank transfer (automatic),105.65,6717.9,3.521666666666667,23º Trimestre
0266-gmeao,0,Homem,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),114.3,8058.55,3.81,25º Trimestre
0268-qkiwo,1,Mulher,0,0,0,3,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,19.75,58.85,0.6583333333333333,2º Trimestre
0269-xfesx,0,Homem,0,1,1,23,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,24.35,538.5,0.8116666666666668,8º Trimestre
0270-thenm,0,Homem,0,1,1,72,1,1,dsl,1,1,1,1,0,0,two year,0,bank transfer (automatic),69.85,5102.35,2.328333333333333,25º Trimestre
0274-jkujr,0,Homem,0,1,1,7,0,0,dsl,1,1,1,0,1,1,month-to-month,0,mailed check,58.85,465.7,1.9616666666666667,3º Trimestre
0277-bksqp,0,Homem,0,1,1,8,1,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,54.4,475.1,1.8133333333333332,3º Trimestre
0277-orxqs,0,Homem,0,1,1,66,0,0,dsl,0,0,0,1,1,1,two year,0,bank transfer (automatic),50.55,3364.55,1.6849999999999998,23º Trimestre
0278-yxoog,1,Homem,0,0,0,5,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,21.05,113.85,0.7016666666666667,2º Trimestre
0280-xjgex,1,Homem,0,0,0,49,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),103.7,5036.3,3.4566666666666666,17º Trimestre
0281-cntzx,0,Homem,0,1,0,63,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),19.95,1234.8,0.6649999999999999,22º Trimestre
0282-nvsjs,0,Mulher,1,1,1,12,0,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,29.3,355.9,0.9766666666666667,5º Trimestre
0285-inhln,0,Homem,0,1,1,27,1,0,dsl,1,1,0,0,0,0,month-to-month,1,credit card (automatic),54.75,1510.3,1.825,10º Trimestre
0289-ivarm,0,Mulher,0,0,0,35,1,0,dsl,1,1,1,0,0,0,month-to-month,0,electronic check,60.55,1982.6,2.018333333333333,12º Trimestre
0292-wegch,0,Mulher,0,1,1,54,1,1,dsl,0,1,1,1,1,1,month-to-month,1,electronic check,86.2,4524.05,2.8733333333333335,19º Trimestre
0295-pphdo,1,Homem,0,0,0,1,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.45,95.45,3.1816666666666666,1º Trimestre
0295-qvkpb,0,Homem,0,0,0,5,1,0,dsl,0,0,1,1,1,0,month-to-month,1,credit card (automatic),63.95,318.1,2.131666666666667,2º Trimestre
0297-rbcsg,0,Homem,0,0,0,19,1,0,dsl,0,1,0,1,0,1,one year,1,bank transfer (automatic),65.35,1231.85,2.1783333333333332,7º Trimestre
0298-xacet,0,Homem,0,1,1,52,0,0,dsl,0,1,1,1,1,0,two year,0,mailed check,50.2,2554.0,1.6733333333333333,18º Trimestre
0301-fidrb,0,Mulher,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),63.8,4684.3,2.1266666666666665,25º Trimestre
0301-kobtq,0,Homem,0,0,0,32,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),20.05,614.45,0.6683333333333333,11º Trimestre
0302-joivn,1,Mulher,0,1,0,8,1,0,fiber optic,0,1,1,0,1,1,month-to-month,0,electronic check,101.15,842.9,3.371666666666667,3º Trimestre
0303-uncip,0,Homem,0,0,0,41,1,1,dsl,0,0,1,0,0,1,one year,0,mailed check,65.0,2531.8,2.1666666666666665,14º Trimestre
0303-wmmrn,0,Homem,0,0,0,5,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,19.25,86.05,0.6416666666666667,2º Trimestre
0305-sqecb,0,Mulher,0,0,1,11,0,0,dsl,1,0,0,1,0,0,one year,1,mailed check,36.05,402.6,1.2016666666666667,4º Trimestre
0306-jaele,1,Homem,0,0,0,5,1,0,fiber optic,0,0,0,1,1,1,month-to-month,1,electronic check,96.1,453.4,3.203333333333333,2º Trimestre
0307-bcopk,0,Mulher,0,0,0,16,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,19.05,326.65,0.635,6º Trimestre
0308-giqjt,0,Homem,1,0,0,71,1,1,fiber optic,0,1,0,1,1,1,one year,0,bank transfer (automatic),105.75,7382.85,3.525,24º Trimestre
0308-ivgok,0,Mulher,0,0,0,11,0,0,dsl,0,1,1,1,0,0,one year,1,credit card (automatic),40.4,422.6,1.3466666666666667,4º Trimestre
0310-mvlet,1,Mulher,0,1,1,61,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,99.15,6010.05,3.305,21º Trimestre
0310-sucin,0,Mulher,0,1,0,71,1,0,dsl,1,1,1,1,1,1,one year,1,bank transfer (automatic),84.8,6046.1,2.8266666666666667,24º Trimestre
0310-vqxam,0,Homem,0,0,0,9,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.85,178.8,0.6616666666666667,4º Trimestre
0311-qywss,0,Mulher,0,0,0,6,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,49.45,314.6,1.6483333333333334,3º Trimestre
0311-unpff,1,Mulher,0,0,0,26,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),88.8,2274.35,2.96,9º Trimestre
0314-tkosi,0,Mulher,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,0,mailed check,55.15,322.9,1.8383333333333334,3º Trimestre
0315-lvcrk,0,Homem,0,0,0,11,1,0,fiber optic,0,0,1,0,0,1,month-to-month,0,electronic check,84.8,888.75,2.8266666666666667,4º Trimestre
0318-quuob,1,Homem,0,1,0,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.55,80.55,2.685,1º Trimestre
0318-zopws,0,Mulher,0,1,0,49,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),20.15,973.35,0.6716666666666666,17º Trimestre
0319-qztco,0,Mulher,0,1,1,3,1,0,dsl,0,1,0,0,1,0,month-to-month,1,credit card (automatic),58.7,168.6,1.9566666666666668,2º Trimestre
0320-dwvtu,0,Mulher,0,0,0,53,1,0,fiber optic,1,1,1,1,0,1,two year,0,mailed check,99.5,5424.25,3.316666666666667,18º Trimestre
0320-jdnqg,1,Homem,0,1,1,23,1,0,fiber optic,1,0,0,1,1,1,month-to-month,1,electronic check,99.85,2331.3,3.328333333333333,8º Trimestre
0322-chqru,1,Homem,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.35,89.5,1.5116666666666667,1º Trimestre
0322-yinqp,1,Homem,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,48.55,48.55,1.6183333333333332,1º Trimestre
0323-xwwtn,0,Homem,0,0,1,3,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,mailed check,26.4,121.25,0.88,2º Trimestre
0324-brpcj,1,Mulher,1,1,0,68,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,100.2,6851.65,3.3400000000000003,23º Trimestre
0325-xbfac,1,Homem,0,0,0,8,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,94.7,740.3,3.1566666666666667,3º Trimestre
0326-vdyxe,0,Mulher,0,1,0,70,1,1,fiber optic,0,0,1,0,1,1,one year,1,electronic check,97.65,6982.5,3.2550000000000003,24º Trimestre
0327-wfzsy,0,Homem,0,1,1,39,1,1,fiber optic,0,0,1,0,1,1,one year,0,electronic check,100.0,3835.55,3.3333333333333335,14º Trimestre
0328-grpmv,1,Mulher,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.1,70.1,2.3366666666666664,1º Trimestre
0329-gtiaj,1,Mulher,0,0,0,3,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,electronic check,97.9,315.3,3.2633333333333336,2º Trimestre
0330-bgyze,0,Homem,0,1,0,60,1,1,fiber optic,0,1,1,0,1,1,one year,0,bank transfer (automatic),102.5,6157.6,3.4166666666666665,21º Trimestre
0330-ivzha,1,Mulher,0,1,0,5,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,69.95,330.15,2.3316666666666666,2º Trimestre
0334-gddso,1,Homem,1,0,0,3,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,81.35,233.7,2.7116666666666664,2º Trimestre
0334-zfjsr,0,Mulher,0,1,0,55,1,1,dsl,1,1,0,1,0,0,one year,1,credit card (automatic),66.05,3462.1,2.2016666666666667,19º Trimestre
0336-kxkfk,0,Homem,0,0,0,72,0,0,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),61.2,4390.25,2.04,25º Trimestre
0336-pikei,0,Homem,1,1,0,72,1,0,dsl,1,1,1,1,1,0,two year,0,bank transfer (automatic),74.4,5360.75,2.48,25º Trimestre
0337-cnpze,1,Mulher,0,0,0,41,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.3,4443.45,3.5433333333333334,14º Trimestre
0343-qluzp,0,Homem,0,0,0,60,0,0,dsl,1,1,1,0,0,0,two year,0,bank transfer (automatic),39.6,2424.5,1.32,21º Trimestre
0345-hkjvm,1,Mulher,0,0,0,6,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,89.3,577.6,2.9766666666666666,3º Trimestre
0345-xmmug,0,Mulher,0,1,0,46,1,1,fiber optic,0,1,1,1,1,1,two year,1,credit card (automatic),108.9,4854.3,3.6300000000000003,16º Trimestre
0347-ubkuz,0,Mulher,0,0,0,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.9,320.45,0.6633333333333333,6º Trimestre
0348-sdkol,1,Mulher,0,1,0,58,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,credit card (automatic),102.1,5885.4,3.4033333333333333,20º Trimestre
0354-vxmjc,0,Homem,0,1,1,23,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),19.6,426.65,0.6533333333333334,8º Trimestre
0354-wyrok,1,Mulher,1,1,1,31,1,0,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,98.9,2911.3,3.296666666666667,11º Trimestre
0356-erhvt,0,Homem,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),45.9,521.9,1.53,4º Trimestre
0356-obmac,0,Mulher,1,0,0,56,1,1,fiber optic,0,1,1,1,1,0,two year,1,bank transfer (automatic),99.9,5706.3,3.33,19º Trimestre
0357-nvcri,0,Mulher,0,0,1,25,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,credit card (automatic),20.05,471.7,0.6683333333333333,9º Trimestre
0361-hjrdx,0,Mulher,0,0,0,68,0,0,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),64.35,4539.6,2.145,23º Trimestre
0362-raoqo,0,Mulher,0,0,0,40,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),19.65,830.25,0.6549999999999999,14º Trimestre
0362-zbzwj,1,Homem,0,0,0,36,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,84.9,3067.2,2.83,13º Trimestre
0363-qjvfx,1,Homem,0,0,0,32,1,1,fiber optic,1,1,0,1,1,1,month-to-month,1,credit card (automatic),108.15,3432.9,3.605,11º Trimestre
0363-svhyr,0,Homem,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two year,0,bank transfer (automatic),86.85,6263.8,2.895,24º Trimestre
0365-bzuwy,0,Homem,0,1,0,17,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,102.55,1742.5,3.4183333333333334,6º Trimestre
0365-gxezs,0,Homem,0,1,0,18,1,0,fiber optic,0,0,1,1,0,0,month-to-month,0,electronic check,78.2,1468.75,2.606666666666667,7º Trimestre
0365-trtpy,0,Mulher,0,0,0,37,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,bank transfer (automatic),91.2,3382.3,3.04,13º Trimestre
0366-nqshs,0,Homem,0,0,0,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.35,46.35,0.645,1º Trimestre
0369-zgovk,0,Mulher,0,1,1,28,1,0,fiber optic,0,0,0,0,0,0,one year,1,bank transfer (automatic),70.4,1992.2,2.3466666666666667,10º Trimestre
0373-aivnj,0,Homem,0,0,0,9,0,0,dsl,1,1,1,0,0,0,one year,0,mailed check,39.55,373.0,1.3183333333333331,4º Trimestre
0374-aacsz,0,Mulher,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,electronic check,50.15,50.15,1.6716666666666666,1º Trimestre
0374-fiuca,0,Homem,0,1,0,65,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,credit card (automatic),20.4,1414.45,0.6799999999999999,22º Trimestre
0374-ioegq,0,Mulher,0,0,0,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,44.6,122.7,1.4866666666666668,2º Trimestre
0375-hvgxo,1,Mulher,0,0,0,1,0,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,34.7,34.7,1.1566666666666667,1º Trimestre
0376-oiwme,0,Homem,0,1,0,36,1,0,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,93.6,3366.05,3.1199999999999997,13º Trimestre
0376-ymcjc,1,Homem,0,0,0,23,1,1,fiber optic,0,0,0,1,1,0,month-to-month,1,electronic check,90.6,1943.2,3.02,8º Trimestre
0377-jbkkt,0,Homem,0,1,1,22,1,0,dsl,1,1,0,1,0,0,month-to-month,1,mailed check,57.95,1271.8,1.9316666666666669,8º Trimestre
0378-cjkpv,0,Mulher,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card (automatic),112.1,7965.95,3.7366666666666664,25º Trimestre
0378-nhqxu,1,Mulher,0,1,1,17,1,1,fiber optic,0,0,1,0,1,0,month-to-month,0,electronic check,88.25,1460.65,2.941666666666667,6º Trimestre
0378-tovms,1,Mulher,0,0,0,3,1,0,fiber optic,0,0,0,1,0,1,month-to-month,0,electronic check,85.8,272.2,2.86,2º Trimestre
0378-xszpu,1,Homem,0,1,0,58,1,0,dsl,1,1,1,0,0,0,one year,0,credit card (automatic),60.3,3563.8,2.01,20º Trimestre
0379-djqhr,0,Homem,0,1,1,67,1,0,dsl,1,1,1,0,1,1,two year,0,credit card (automatic),81.35,5398.6,2.7116666666666664,23º Trimestre
0380-neavx,0,Homem,1,0,0,34,1,0,fiber optic,0,1,1,0,1,1,one year,1,electronic check,99.85,3343.15,3.328333333333333,12º Trimestre
0380-zcsbi,0,Homem,0,0,0,10,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,credit card (automatic),20.0,198.7,0.6666666666666666,4º Trimestre
0383-cldda,0,Mulher,0,0,0,69,1,1,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),85.35,5897.4,2.8449999999999998,24º Trimestre
0384-lpite,0,Homem,0,0,0,40,0,0,dsl,1,1,1,0,1,1,one year,0,credit card (automatic),62.05,2511.55,2.0683333333333334,14º Trimestre
0384-rvbpi,0,Homem,0,0,0,20,1,0,dsl,1,0,1,0,0,1,month-to-month,0,credit card (automatic),64.4,1398.6,2.146666666666667,7º Trimestre
0386-cwrgm,0,Mulher,0,1,1,46,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.4,967.85,0.6466666666666666,16º Trimestre
0388-eopex,1,Mulher,0,1,0,2,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,74.4,139.4,2.48,1º Trimestre
0390-dcfdq,1,Mulher,1,1,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,70.45,70.45,2.3483333333333336,1º Trimestre
0392-bziuw,0,Mulher,0,1,0,72,1,1,fiber optic,1,0,1,0,1,1,two year,1,credit card (automatic),105.0,7589.8,3.5,25º Trimestre
0394-yondk,0,Homem,0,1,1,70,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),25.15,1790.15,0.8383333333333333,24º Trimestre
0396-hujbp,0,Mulher,0,0,0,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.3,44.4,0.6433333333333333,1º Trimestre
0396-ukgai,0,Homem,0,0,1,23,1,0,dsl,0,1,0,1,0,0,month-to-month,1,bank transfer (automatic),55.3,1284.2,1.8433333333333333,8º Trimestre
0396-ychwo,0,Homem,0,1,0,36,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.4,3474.2,3.18,13º Trimestre
0397-gzbbc,1,Homem,1,1,0,59,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),93.85,5574.75,3.128333333333333,20º Trimestre
0397-zxwqf,0,Homem,0,0,0,67,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),20.5,1430.95,0.6833333333333333,23º Trimestre
0401-wdbxm,0,Homem,0,1,1,72,1,1,fiber optic,1,0,1,0,1,1,two year,1,bank transfer (automatic),105.55,7542.25,3.518333333333333,25º Trimestre
0402-cqajn,1,Mulher,0,0,0,37,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),101.9,3545.35,3.396666666666667,13º Trimestre
0402-oamen,0,Mulher,0,1,1,72,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),24.45,1709.1,0.815,25º Trimestre
0404-ahasp,0,Homem,0,1,0,72,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),19.7,1421.9,0.6566666666666666,25º Trimestre
0404-swrvg,1,Homem,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.4,229.55,2.48,2º Trimestre
0406-bpdvr,1,Mulher,1,1,0,54,1,1,fiber optic,0,1,0,0,1,1,one year,1,credit card (automatic),101.5,5373.1,3.3833333333333333,19º Trimestre
0407-bdjkb,1,Homem,0,1,0,60,1,1,fiber optic,0,1,1,0,1,0,month-to-month,1,electronic check,95.75,5742.9,3.191666666666667,21º Trimestre
0409-wtmpl,0,Mulher,0,1,0,58,1,1,fiber optic,1,1,1,0,1,1,one year,1,credit card (automatic),110.65,6526.65,3.6883333333333335,20º Trimestre
0410-ipfty,0,Mulher,0,1,0,31,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),83.85,2674.15,2.795,11º Trimestre
0411-ezjze,0,Mulher,0,0,0,3,1,1,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,60.25,170.5,2.0083333333333333,2º Trimestre
0412-uccnp,0,Homem,0,0,0,55,1,0,dsl,1,0,1,1,0,0,two year,1,electronic check,59.2,3175.85,1.9733333333333334,19º Trimestre
0415-mosgf,1,Mulher,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.4,44.4,1.48,1º Trimestre
0419-yaapx,0,Homem,0,1,0,49,1,0,fiber optic,0,1,0,0,1,0,month-to-month,1,credit card (automatic),85.3,4297.95,2.8433333333333333,17º Trimestre
0420-bwtpw,1,Homem,0,0,1,8,0,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,25.5,215.2,0.85,3º Trimestre
0420-hlgxf,0,Mulher,1,0,0,39,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,99.75,4036.0,3.325,14º Trimestre
0420-txvsg,0,Homem,0,1,0,66,1,1,dsl,1,1,1,0,0,0,two year,1,credit card (automatic),66.1,4428.45,2.203333333333333,23º Trimestre
0422-ohqhq,0,Mulher,0,1,1,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.55,295.95,0.685,6º Trimestre
0422-uxfap,0,Mulher,0,1,0,51,1,1,fiber optic,0,0,1,0,1,1,one year,1,electronic check,98.85,4947.55,3.295,18º Trimestre
0423-udijq,0,Homem,1,0,0,9,1,0,dsl,0,0,0,1,0,0,month-to-month,0,mailed check,49.2,447.9,1.6400000000000001,4º Trimestre
0426-tirne,1,Mulher,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.9,20.9,0.6966666666666667,1º Trimestre
0428-axxlj,0,Homem,0,0,0,25,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,bank transfer (automatic),19.5,516.3,0.65,9º Trimestre
0428-ikycp,0,Homem,0,1,0,22,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,bank transfer (automatic),87.0,1850.65,2.9,8º Trimestre
0430-ihcdj,0,Homem,0,0,0,15,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,49.0,749.25,1.6333333333333333,6º Trimestre
0431-apwvy,1,Mulher,0,1,1,28,1,0,fiber optic,0,0,0,0,1,1,one year,1,bank transfer (automatic),90.1,2598.95,3.003333333333333,10º Trimestre
0432-cajzv,0,Homem,0,0,0,3,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,mailed check,90.7,237.65,3.0233333333333334,2º Trimestre
0434-csfon,0,Mulher,0,1,0,47,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,100.5,4707.1,3.35,16º Trimestre
0436-twffz,0,Mulher,0,0,0,67,1,1,dsl,1,0,1,1,1,1,two year,1,mailed check,85.25,5714.2,2.841666666666667,23º Trimestre
0439-ifyun,0,Mulher,1,0,0,18,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,74.7,1294.6,2.49,7º Trimestre
0440-ekdcf,0,Homem,0,1,0,62,1,0,dsl,0,1,1,1,0,0,two year,1,credit card (automatic),60.15,3753.2,2.005,21º Trimestre
0440-mogpm,0,Mulher,0,0,0,41,1,1,dsl,0,1,1,0,1,1,one year,1,electronic check,80.55,3263.9,2.685,14º Trimestre
0440-qexbz,0,Mulher,0,0,0,44,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,50.15,2139.1,1.6716666666666666,15º Trimestre
0440-uedai,0,Mulher,0,0,0,53,1,0,fiber optic,0,1,1,1,0,1,one year,1,credit card (automatic),94.45,5042.75,3.1483333333333334,18º Trimestre
